,Unnamed: 0,Name,TripAdvisorLink,status,pricestatus,adress,city,phone,email,website,rating,reviews,subcat,detail,Thuisbezorgd,TheFork
582,582,Bar Basquiat,https://www.tripadvisor.com/Restaurant_Review-g188590-d9599098-Reviews-Bar_Basquiat-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Javastraat 88-90, 1094 HM Amsterdam The Netherlands",Amsterdam,['+31 20 370 8334'],['info@barbasquiat.nl?'],http://www.barbasquiat.nl/,4.0 ,57 reviews,"['Food']:['40'],['Service']:['45'],['Value']:['40'],","['PRICE RANGE']:['€5 - €15'],['CUISINES']:['Dutch, Cafe, Street Food, Bar'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],",False,False
583,583,The Golden Brown Bar,https://www.tripadvisor.com/Restaurant_Review-g188590-d1425820-Reviews-The_Golden_Brown_Bar-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"J.P. Heijenstraat 146, 1054 MK Amsterdam The Netherlands",Amsterdam,['+31 20 612 4076'],[],http://www.goldenbrownbar.nl/,4.0 ,99 reviews,"['Food']:['40'],['Service']:['35'],['Value']:['45'],['Atmosphere']:['45'],","['PRICE RANGE']:['€40 - €60'],['CUISINES']:['Asian, Thai'],['Special Diets']:['Vegetarian Friendly'],",False,False
584,584,De Pijp,https://www.tripadvisor.com/Restaurant_Review-g188590-d753262-Reviews-De_Pijp-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Albert Cuypstraat 228, 1073 BN Amsterdam The Netherlands",Amsterdam,['+31 20 779 7343'],N,N,4.5 ,41 reviews,N,"['CUISINES']:['Dutch, Bar, European, Pub'],['Meals']:['Dinner, Brunch'],",False,False
585,585,Vandaag Amsterdam,https://www.tripadvisor.com/Restaurant_Review-g188590-d4005067-Reviews-Vandaag_Amsterdam-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Europaboulevard 1, 1079 PC Amsterdam The Netherlands",Amsterdam,['+31 20 661 8008'],['info@restaurantvandaag.nl?'],http://www.restaurantvandaag.nl/,3.5 ,202 reviews,"['Food']:['35'],['Service']:['35'],['Value']:['35'],['Atmosphere']:['35'],","['CUISINES']:['Seafood, Sushi, European, International'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner'],",False,True
586,586,Restaurant café de IJ-kantine,https://www.tripadvisor.com/Restaurant_Review-g188590-d2067742-Reviews-Restaurant_cafe_de_IJ_kantine-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"NDSM-kade 5, 1033 PG Amsterdam The Netherlands",Amsterdam,['+31 20 633 7162'],['info@ijkantine.nl?'],http://www.ijkantine.nl/,3.5 ,598 reviews,"['Food']:['35'],['Service']:['30'],['Value']:['30'],['Atmosphere']:['40'],","['CUISINES']:['Bar, Seafood, European'],['Special Diets']:['Vegetarian Friendly, Gluten Free Options'],['Meals']:['Drinks, Breakfast, Lunch, Dinner, Brunch'],",False,True
587,587,La Storia,https://www.tripadvisor.com/Restaurant_Review-g188590-d4351911-Reviews-La_Storia-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Neck 20 1456 AA Wijdewormer, 1456 AA Amsterdam The Netherlands",Amsterdam,['+31 299 436 464'],['info@lastoria.nl?'],http://www.lastoria.nl/,4.0 ,49 reviews,"['Food']:['45'],['Service']:['35'],['Value']:['40'],","['CUISINES']:['Italian, European'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner, Brunch'],",False,False
588,588,Carne Argentina,https://www.tripadvisor.com/Restaurant_Review-g188590-d7093951-Reviews-Carne_Argentina-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Damstraat 21/1012 JL, 1012 JL Amsterdam The Netherlands",Amsterdam,['+31 20 422 0116'],N,N,3.5 ,246 reviews,"['Food']:['35'],['Service']:['35'],['Value']:['35'],['Atmosphere']:['35'],","['CUISINES']:['Steakhouse, Barbecue, Argentinean'],['Meals']:['Lunch, Dinner'],['FEATURES']:['Reservations, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service'],",False,False
589,589,PakuPaku,https://www.tripadvisor.com/Restaurant_Review-g188590-d19087074-Reviews-PakuPaku-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Beukenplein 3, 1092 BA Amsterdam The Netherlands",Amsterdam,['+31 6 34994700'],['info@pakupaku.nl?'],http://www.pakupaku.nl/,5.0 ,16 reviews,"['Food']:['50'],['Service']:['50'],['Value']:['45'],","['PRICE RANGE']:['€20 - €80'],['CUISINES']:['Japanese, Seafood'],['Meals']:['Dinner'],",False,False
590,590,Temple Bar Irish Pub,https://www.tripadvisor.com/Restaurant_Review-g188590-d7247547-Reviews-Temple_Bar_Irish_Pub-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Kloveniersburgwal 2, 1012 CT Amsterdam The Netherlands",Amsterdam,[],[],http://www.templebar-amsterdam.com/,4.0 ,159 reviews,"['Food']:['35'],['Service']:['40'],['Value']:['35'],","['CUISINES']:['Bar, European, Pub'],['Meals']:['Drinks'],['FEATURES']:['Outdoor Seating, Seating, Television, Serves Alcohol, Full Bar, Table Service, Free Wifi'],",False,False
591,591,19IT,https://www.tripadvisor.com/Restaurant_Review-g188590-d7165942-Reviews-19IT-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Tweede Jacob van Campenstraat 140, 1073 XZ Amsterdam The Netherlands",Amsterdam,['+31 20 362 2300'],['info@19it.nl?'],http://www.19it.nl/,4.5 ,86 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['45'],","['CUISINES']:['Italian'],['Meals']:['Dinner, Late Night'],['FEATURES']:['Reservations, Seating, Serves Alcohol, Outdoor Seating, Table Service'],",False,False
592,592,Pong House of Ping,https://www.tripadvisor.com/Restaurant_Review-g188590-d20279972-Reviews-Pong_House_of_Ping-Amsterdam_North_Holland_Province.html, Claimed,N,N,Amsterdam,N,[],http://ponghouseofping.nl/,N,N,N,"['CUISINES']:['Dutch, European'],['Meals']:['Lunch, Dinner, Drinks'],",False,False
593,593,Wilde Westen,https://www.tripadvisor.com/Restaurant_Review-g188590-d9997968-Reviews-Wilde_Westen-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Bos en Lommerplantsoen 1, 1055 AA Amsterdam The Netherlands",Amsterdam,['+31 20 760 8290'],['info@wilde-westen.nl?'],http://www.wilde-westen.nl/,4.0 ,63 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],","['CUISINES']:['Pizza, European'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],['Meals']:['Lunch, Dinner, Brunch, Drinks'],",False,False
594,594,Cafe Restaurant Orff,https://www.tripadvisor.com/Restaurant_Review-g188590-d3821362-Reviews-Cafe_Restaurant_Orff-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Jodenbreestraat 5, 1011 NG Amsterdam The Netherlands",Amsterdam,['+31 20 330 0162'],['info@orff.nl?'],http://www.orff.nl/,3.5 ,151 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['40'],","['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner, Brunch, Breakfast'],['CUISINES']:['Dutch, Bar, Cafe, European'],['FEATURES']:['Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Reservations, Free Wifi'],",True,False
595,595,Cafe Goos,https://www.tripadvisor.com/Restaurant_Review-g188590-d4550054-Reviews-Cafe_Goos-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Maasstraat 74, 1078 HL Amsterdam The Netherlands",Amsterdam,['+31 20 679 3443'],['info@cafegoos.nl?'],http://www.cafegoos.nl/,4.5 ,71 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['45'],","['PRICE RANGE']:['€12 - €19'],['CUISINES']:['Dutch, Bar, Cafe, European'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],",False,False
596,596,Soi 74 Thai Food Cafe,https://www.tripadvisor.com/Restaurant_Review-g188590-d10554390-Reviews-Soi_74_Thai_Food_Cafe-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Van Woustraat 74, 1073 LP Amsterdam The Netherlands",Amsterdam,['+31 20 471 0642'],['hello@soi74.com?'],http://www.facebook.com/Soi74-100661663612077/info/,4.0 ,83 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€4 - €10'],['CUISINES']:['Asian, Thai, Street Food'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,False
597,597,Jefferson Bar Brasserie,https://www.tripadvisor.com/Restaurant_Review-g188590-d5825950-Reviews-Jefferson_Bar_Brasserie-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Vliegtuigstraat 16 Bedrijventerrein de Schinkel, 1059 CL Amsterdam The Netherlands",Amsterdam,['+31 20 617 3804'],['info@barjefferson.nl?'],http://www.barjefferson.nl/,4.0 ,37 reviews,"['Food']:['40'],['Service']:['45'],['Value']:['40'],","['PRICE RANGE']:['€4 - €20'],['CUISINES']:['European, French'],['Special Diets']:['Vegetarian Friendly'],",False,True
598,598,Wurst & Schnitzelhaus Central Station,https://www.tripadvisor.com/Restaurant_Review-g188590-d10761792-Reviews-Wurst_Schnitzelhaus_Central_Station-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"De Ruijterkade 40a Central Station, 1012 AA Amsterdam The Netherlands",Amsterdam,['+31 20 737 2937'],['info@wush.nl?'],http://www.wush.nl/,4.0 ,158 reviews,"['Food']:['45'],['Service']:['40'],['Value']:['40'],","['PRICE RANGE']:['€11 - €31'],['CUISINES']:['German, Bar, European, Central European'],['Meals']:['Lunch, Dinner, Drinks'],",True,True
599,599,Toast It,https://www.tripadvisor.com/Restaurant_Review-g188590-d13495242-Reviews-Toast_It-Amsterdam_North_Holland_Province.html, Claimed,$,"Leidsekruisstaat 10, 1017 RH Amsterdam The Netherlands",Amsterdam,['+31 20 777 9980'],['info@toastit.nl?'],http://www.toastit.nl/,4.0 ,54 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['50'],","['PRICE RANGE']:['€4 - €9'],['CUISINES']:['American, Dutch, European'],['Special Diets']:['Vegetarian Friendly'],",True,False
600,600,Cafe Trinity Bar,https://www.tripadvisor.com/Restaurant_Review-g188590-d4760428-Reviews-Cafe_Trinity_Bar-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Oudezijds Voorburgwal 46, 1012 GE Amsterdam The Netherlands",Amsterdam,['+31 20 428 4300'],[],http://www.facebook.com/cafetrinitybar,4.0 ,118 reviews,"['Food']:['35'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['45'],","['CUISINES']:['Bar, Cafe, Pub'],['Meals']:['Drinks'],['FEATURES']:['Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Television'],",False,False
0,0,Cafe Trinity Bar,https://www.tripadvisor.com/Restaurant_Review-g188590-d4760428-Reviews-Cafe_Trinity_Bar-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Oudezijds Voorburgwal 46, 1012 GE Amsterdam The Netherlands",Amsterdam,['+31 20 428 4300'],[],http://www.facebook.com/cafetrinitybar,4.0 ,118 reviews,"['Food']:['35'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['45'],","['CUISINES']:['Bar, Cafe, Pub'],['Meals']:['Drinks'],['FEATURES']:['Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Television'],",False,False
1,1,Frietje Lucien,https://www.tripadvisor.com/Restaurant_Review-g188590-d14018504-Reviews-Frietje_Lucien-Amsterdam_North_Holland_Province.html, Claimed,$,"Sint Luciensteeg 5 Hoek Kalverstraat/ ZARA, 1012 PM Amsterdam The Netherlands",Amsterdam,['+31 20 622 6411'],['info@frietjelucien.nl?'],http://www.frietjelucien.nl/,4.5 ,19 reviews,"['Food']:['50'],['Service']:['45'],","['PRICE RANGE']:['€2 - €10'],['CUISINES']:['Dutch, Fast Food, Contemporary, European'],['Meals']:['Lunch, Dinner'],",False,False
2,2,SLA Ceintuurbaan,https://www.tripadvisor.com/Restaurant_Review-g188590-d8875313-Reviews-SLA_Ceintuurbaan-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Ceintuurbaan 149, 1072 GB Amsterdam The Netherlands",Amsterdam,['+31 20 233 4391'],['info@ilovesla.com?'],http://ilovesla.com/,4.5 ,46 reviews,"['Food']:['45'],['Service']:['40'],['Value']:['40'],","['PRICE RANGE']:['€5 - €12'],['CUISINES']:['European, Healthy, Soups'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],",True,False
3,3,ISOLA BELLA,https://www.tripadvisor.com/Restaurant_Review-g188590-d1888918-Reviews-ISOLA_BELLA-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Thorbeckeplein 7, 1017 CS Amsterdam The Netherlands",Amsterdam,['+31 20 626 9582'],['info@restaurantisolabella.nl?'],http://www.restaurantisolabella.nl/,3.5 ,324 reviews,"['Food']:['35'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['35'],","['Special Diets']:['Vegetarian Friendly, Vegan Options'],['Meals']:['Lunch, Dinner, Late Night'],['CUISINES']:['Italian'],['FEATURES']:['Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Wheelchair Accessible'],",False,True
4,4,El Torado Gril Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188590-d3335558-Reviews-El_Torado_Gril_Restaurant-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Reguliersbreestraat 25, 1017 CL Amsterdam The Netherlands",Amsterdam,['+31 20 625 6600'],[],http://eltorado.com/,3.5 ,307 reviews,"['Food']:['35'],['Service']:['35'],['Value']:['30'],['Atmosphere']:['30'],","['CUISINES']:['Steakhouse, Barbecue, Argentinean, South American'],['Meals']:['Lunch, Dinner, Late Night'],['FEATURES']:['Reservations, Seating, Television, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service'],",False,True
5,5,Cannibale Royale Rozengracht,https://www.tripadvisor.com/Restaurant_Review-g188590-d17154763-Reviews-Cannibale_Royale_Rozengracht-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Rozengracht 114, 1016 NH Amsterdam The Netherlands",Amsterdam,['+31 20 218 1713'],['BookingCRRG@CannibaleRoyale.nl?'],http://www.cannibaleroyale.nl/,4.0 ,32 reviews,"['Food']:['45'],['Service']:['35'],['Value']:['40'],","['PRICE RANGE']:['€5 - €30'],['Meals']:['Lunch, Dinner, Late Night, Drinks'],['CUISINES']:['Steakhouse, Bar, Barbecue, Grill'],['FEATURES']:['Reservations, Seating, Serves Alcohol, Table Service, Delivery, Takeout, Street Parking, Highchairs Available, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards'],",False,False
6,6,IJssalon IJskoud De Beste,https://www.tripadvisor.com/Restaurant_Review-g188590-d7991770-Reviews-IJssalon_IJskoud_De_Beste-Amsterdam_North_Holland_Province.html, Unclaimed,$,"Meeuwenlaan 331, 1022 AL Amsterdam The Netherlands",Amsterdam,['+31 6 42022976'],['ijssalon@ijskoudde-beste.nl?'],http://www.ijskoudde-beste.nl/,4.5 ,29 reviews,"['Food']:['50'],['Service']:['50'],['Value']:['50'],","['Special Diets']:['Vegetarian Friendly'],['FEATURES']:['Takeout'],",False,False
7,7,N.A.P. Amsterdam,https://www.tripadvisor.com/Restaurant_Review-g188590-d1026933-Reviews-N_A_P_Amsterdam-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Krijn Taconiskade 124, 1087 HV Amsterdam The Netherlands",Amsterdam,['+31 20 416 4000'],['info@napamsterdam.nl?'],http://www.napamsterdam.nl/,4.0 ,121 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['45'],","['PRICE RANGE']:['€6 - €25'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],['Meals']:['Lunch, Dinner, Brunch, Breakfast, Drinks'],['CUISINES']:['Bar, European, Central European, Dutch'],['FEATURES']:['Takeout, Serves Alcohol, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service'],",False,True
8,8,Ram's Roti West,https://www.tripadvisor.com/Restaurant_Review-g188590-d4570329-Reviews-Ram_s_Roti_West-Amsterdam_North_Holland_Province.html, Unclaimed,$,"F Jan van Galenstraat 107, 1056 BK Amsterdam The Netherlands",Amsterdam,['+31 20 683 1499'],[],http://www.ramsroti.nl/,4.5 ,33 reviews,"['Food']:['50'],['Service']:['45'],['Value']:['45'],","['CUISINES']:['Caribbean'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner'],",True,False
9,9,ADAM's ID,https://www.tripadvisor.com/Restaurant_Review-g188590-d12158104-Reviews-ADAM_s_ID-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Naritaweg 51, 1043 BP Amsterdam The Netherlands",Amsterdam,['+31 20 820 0066'],['adam@amsterdamidaparthotel.com?'],http://www.adamsid.nl/,4.0 ,63 reviews,"['Food']:['35'],['Service']:['40'],['Value']:['35'],","['PRICE RANGE']:['€10 - €20'],['CUISINES']:['Bar, International, European, Street Food'],['Special Diets']:['Vegetarian Friendly'],",False,False
10,10,Cafe Panache,https://www.tripadvisor.com/Restaurant_Review-g188590-d7988671-Reviews-Cafe_Panache-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Ten Katestraat 117, 1053 CC Amsterdam The Netherlands",Amsterdam,['+31 20 221 1736'],[],http://cafepanache.nl/,4.0 ,246 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],","['PRICE RANGE']:['€16 - €21'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Lunch, Dinner, Drinks'],['CUISINES']:['Bar, Seafood, Mediterranean, European, Grill'],['FEATURES']:['Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service'],",False,False
11,11,Ginger,https://www.tripadvisor.com/Restaurant_Review-g188590-d6704512-Reviews-Ginger-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Ferdinand Bolstraat 13-15 Near Heinekenplein, Heineken Experience, 1072 LA Amsterdam The Netherlands",Amsterdam,['+31 20 663 3223'],['lafayettebv@hotmail.com?'],http://gingeramsterdam.nl/,4.0 ,168 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['40'],['Atmosphere']:['45'],","['PRICE RANGE']:['€11 - €20'],['CUISINES']:['Steakhouse, Grill, Barbecue'],['Special Diets']:['Vegetarian Friendly'],",False,False
12,12,Cafe 't Sluisje,https://www.tripadvisor.com/Restaurant_Review-g188590-d2405673-Reviews-Cafe_t_Sluisje-Amsterdam_North_Holland_Province.html, Unclaimed,$,"Nieuwendammerdijk 297 1025 LM, 1025 LM Amsterdam The Netherlands",Amsterdam,['+31 20 636 1712'],[],http://www.cafehetsluisje.nl/,4.0 ,68 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['40'],","['CUISINES']:['Dutch, Cafe, Bar, European, Pub'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner, Brunch'],",False,False
13,13,Pizzeria La Vita,https://www.tripadvisor.com/Restaurant_Review-g188590-d3476618-Reviews-Pizzeria_La_Vita-Amsterdam_North_Holland_Province.html, Claimed,$,"Lindengracht 29-31, 1015 KB Amsterdam The Netherlands",Amsterdam,['+31 6 22270822'],['info@restaurantlavita.nl?'],http://www.restaurantlavita.nl/,4.0 ,88 reviews,"['Food']:['40'],['Service']:['35'],['Value']:['40'],['Atmosphere']:['30'],","['CUISINES']:['Italian, Pizza, European'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner'],",False,True
14,14,Krua Buppha,https://www.tripadvisor.com/Restaurant_Review-g188590-d4740823-Reviews-Krua_Buppha-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"1074 As Amsterdam Van Woustraat 241 Van Woustraat 241, 1074 AS Amsterdam, 1074 AS Amsterdam, Amsterdam, North Holland Province, 1074 AS Amsterdam The Netherlands",Amsterdam,['+31 20 670 2103'],['info@krua-buppha.nl?'],http://krua-buppha.nl/,5.0 ,24 reviews,"['Food']:['45'],['Service']:['50'],['Value']:['45'],","['CUISINES']:['Asian, Thai'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Dinner'],",False,False
15,15,La Chesa,https://www.tripadvisor.com/Restaurant_Review-g188590-d6771102-Reviews-La_Chesa-Amsterdam_North_Holland_Province.html, Claimed,$,"Kinkerstraat 31, 1053 DC Amsterdam The Netherlands",Amsterdam,['+31 20 707 2608'],['info@lachesa.nl?'],http://www.lachesa.nl/,4.5 ,29 reviews,"['Food']:['50'],['Service']:['50'],['Value']:['45'],","['CUISINES']:['Cafe'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Breakfast, Brunch, Lunch, Dinner'],",True,False
16,16,The Yeti,https://www.tripadvisor.com/Restaurant_Review-g188590-d19284363-Reviews-The_Yeti-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Spuistraat 54 D, 1012 TV Amsterdam The Netherlands",Amsterdam,['+31 20 624 0066'],['info@theyeti.nl?'],http://www.theyeti.nl/,5.0 ,51 reviews,"['Food']:['50'],['Service']:['50'],['Value']:['50'],","['PRICE RANGE']:['€11 - €20'],['CUISINES']:['Indian, Asian, Nepali'],['Meals']:['Lunch, Dinner, Drinks'],",True,True
17,17,Lagunitas TapKabinet,https://www.tripadvisor.com/Restaurant_Review-g188590-d15743493-Reviews-Lagunitas_TapKabinet-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"1e Jan van der Helststraat 62A HS, 1072 NX Amsterdam The Netherlands",Amsterdam,['+31 20 214 9965'],['info@tapkabinet.nl?'],http://www.lagunitas.nl/taproom,4.5 ,25 reviews,"['Food']:['50'],['Service']:['50'],['Value']:['45'],","['PRICE RANGE']:['€7 - €16'],['CUISINES']:['Dutch, Pub, Bar, European'],['Meals']:['Dinner, Lunch, Drinks'],",False,False
18,18,La Piccola Baracca,https://www.tripadvisor.com/Restaurant_Review-g188590-d17514184-Reviews-La_Piccola_Baracca-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Hugo de grootplein 10H, 1052 KW Amsterdam The Netherlands",Amsterdam,['+31 20 337 7233'],[],http://la-piccola-baracca.nl/,5.0 ,16 reviews,N,"['CUISINES']:['Italian, Pizza'],['Meals']:['Dinner, Lunch'],['FEATURES']:['Reservations'],",True,True
19,19,Pizza Heart,https://www.tripadvisor.com/Restaurant_Review-g188590-d7394137-Reviews-Pizza_Heart-Amsterdam_North_Holland_Province.html, Claimed,$,"Reguliersdwarsstraat 51, Amsterdam The Netherlands",Amsterdam,['+31 20 370 5150'],['info@pizzaheart.nl?'],http://www.pizzaheart.nl/,4.0 ,53 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['40'],","['CUISINES']:['Italian, Pizza'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Dinner'],",True,False
20,20,Fan's Kitchen,https://www.tripadvisor.com/Restaurant_Review-g188590-d3806216-Reviews-Fan_s_Kitchen-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Overtoom 254, 1054 JA Amsterdam The Netherlands",Amsterdam,['+31 20 616 7501'],['info@fanskitchen.nl?'],http://www.fanskitchen.nl/,4.5 ,43 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['40'],['Atmosphere']:['40'],","['CUISINES']:['Asian, Fusion, Chinese, Japanese'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Dinner, Lunch'],",False,False
21,21,Gapp,https://www.tripadvisor.com/Restaurant_Review-g188590-d10815430-Reviews-Gapp-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Eerste Ringdijkstraat 4, 1097 BC Amsterdam The Netherlands",Amsterdam,['+31 20 207 8099'],['info@gapp-amsterdam.nl?'],https://www.facebook.com/GAPP.Casa.Amsterdam/,4.5 ,31 reviews,"['Food']:['45'],['Service']:['40'],['Value']:['40'],","['CUISINES']:['Bar, Pub'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner'],",False,False
22,22,Carstens Brasserie Amsterdam,https://www.tripadvisor.com/Restaurant_Review-g188590-d15866691-Reviews-Carstens_Brasserie_Amsterdam-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Hasselaerssteeg 1, 1012 MB Amsterdam The Netherlands",Amsterdam,['+31 20 524 0649'],['info@carstensbrasserie.nl?'],http://carstensbrasserie.nl/,4.5 ,98 reviews,"['Food']:['50'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€15 - €40'],['CUISINES']:['Dutch, European'],['Special Diets']:['Vegetarian Friendly, Gluten Free Options, Vegan Options'],",False,True
23,23,Restaurant Pizzeria Lucca Due,https://www.tripadvisor.com/Restaurant_Review-g188590-d10134584-Reviews-Restaurant_Pizzeria_Lucca_Due-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Haarlemmerstraat 130, 1013 EX Amsterdam The Netherlands",Amsterdam,['+31 20 622 0353'],['info@luccadue.nl?'],http://www.luccadue.nl/,4.5 ,277 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€12 - €25'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Lunch, Dinner'],['CUISINES']:['Italian, Pizza, Mediterranean, European'],['FEATURES']:['Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Accepts Credit Cards, Table Service, Free Wifi'],",True,True
24,24,Titus Parrilla,https://www.tripadvisor.com/Restaurant_Review-g188590-d7399100-Reviews-Titus_Parrilla-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Rembrandtplein 7, 1017 CT Amsterdam The Netherlands",Amsterdam,['+31 20 358 4561'],['info@titusparrilla.nl?'],http://www.titusparrilla.nl/,3.5 ,190 reviews,"['Food']:['35'],['Service']:['40'],['Value']:['35'],","['CUISINES']:['Argentinean, Steakhouse'],['Meals']:['Lunch, Dinner, Drinks'],['FEATURES']:['Takeout, Reservations, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Accepts Discover, Table Service, Television, Highchairs Available, Full Bar, Free Wifi'],",False,False
25,25,Koetjes en Kalfjes,https://www.tripadvisor.com/Restaurant_Review-g188590-d3589228-Reviews-Koetjes_en_Kalfjes-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Gustav Mahlerplein 14/1082 MA, 1082 MA Amsterdam The Netherlands",Amsterdam,['+31 20 644 0811'],[],http://www.koetjesenkalfjes.com/index.php/restaurants/amsterdam,3.5 ,128 reviews,"['Food']:['40'],['Service']:['35'],['Value']:['35'],['Atmosphere']:['40'],","['CUISINES']:['Dutch, European, Contemporary, Central European'],['Special Diets']:['Vegetarian Friendly, Gluten Free Options'],['Meals']:['Lunch, Dinner'],",False,True
